h,r,t,score,edge_betweenness_dir,edge_degree_centrality_dir,node_degree_avg_dir,h_in_degree,h_out_degree,t_in_degree,t_out_degree,edge_betweenness_undir,edge_degree_centrality_undir,node_degree_avg_undir
organization,isa,conceptual_entity,0.6503174304962158,1.0666666666666667,49,25.5,5,15,28,3,0.0,47,24.5
educational_activity,associated_with,disease_or_syndrome,0.6898619532585144,19.04008303757867,161,81.5,11,13,79,60,0.0,121,61.5
group,produces,intellectual_product,0.8091284036636353,18.523066812589846,59,30.5,19,26,11,5,0.0,55,28.5
laboratory_or_test_result,indicates,anatomical_abnormality,0.86963951587677,5.034692266350573,165,83.5,0,47,69,51,0.0,142,72.0
reptile,isa,animal,0.30130577087402344,5.688461538461538,92,47.0,33,11,35,15,0.0,86,44.0
neoplastic_process,result_of,experimental_model_of_disease,0.6507371068000793,1.4034062342885871,264,133.0,80,60,76,50,0.0,198,100.0
finding,associated_with,experimental_model_of_disease,0.8395084738731384,5.666210966136532,149,75.5,2,23,76,50,0.0,120,61.0
pathologic_function,occurs_in,patient_or_disabled_group,0.7714571952819824,34.44110623116635,180,91.0,77,61,19,25,0.0,139,70.5
pharmacologic_substance,affects,mental_or_behavioral_dysfunction,0.8066930174827576,4.9607496431063876,194,98.0,14,44,85,53,0.0,152,77.0
pharmacologic_substance,causes,mental_or_behavioral_dysfunction,0.8023148775100708,4.9607496431063876,194,98.0,14,44,85,53,0.0,152,77.0
lipid,interacts_with,enzyme,0.7606574296951294,2.4271945111794344,131,66.5,18,37,41,37,0.0,111,56.5
body_substance,surrounds,embryonic_structure,0.15927855670452118,13.26869048341411,93,47.5,26,27,9,33,0.0,84,43.0
pathologic_function,manifestation_of,physiologic_function,0.5085875391960144,3.4700553979807465,245,123.5,77,61,61,48,0.0,183,92.5
physiologic_function,affects,reptile,0.7195326685905457,4.467475601211404,151,76.5,61,48,33,11,0.0,125,63.5
cell_function,occurs_in,temporal_concept,0.47685152292251587,16.240233773536715,129,65.5,64,49,9,9,0.0,97,49.5
geographic_area,associated_with,acquired_abnormality,0.5832763910293579,11.120020771899163,132,67.0,3,13,68,50,0.0,114,58.0
diagnostic_procedure,affects,mental_process,0.9226068258285522,11.569655574178444,203,102.5,26,58,71,50,0.0,168,85.0
embryonic_structure,location_of,pathologic_function,0.5739614367485046,13.655369380554312,178,90.0,9,33,77,61,0.0,140,71.0
finding,associated_with,acquired_abnormality,0.8818795680999756,6.5029402155286515,141,71.5,2,23,68,50,0.0,123,62.5
pathologic_function,produces,body_substance,0.7078675627708435,22.438945862311105,189,95.5,77,61,26,27,0.0,144,73.0
molecular_function,result_of,cell_function,0.6189119815826416,1.4257201132201134,218,110.0,60,47,64,49,0.0,164,83.0
cell_or_molecular_dysfunction,result_of,anatomical_abnormality,0.6598938703536987,3.264199041684599,257,129.5,79,60,69,51,0.0,192,97.0
age_group,uses,drug_delivery_device,0.616784393787384,20.434053186648804,60,31.0,15,24,7,16,0.0,58,30.0
genetic_function,affects,reptile,0.8216516971588135,4.687015869780444,155,78.5,64,49,33,11,0.0,127,64.5
mental_or_behavioral_dysfunction,affects,disease_or_syndrome,0.6717909574508667,3.441312219423338,275,138.5,85,53,79,60,0.0,194,98.0
anatomical_structure,part_of,organism,0.8480104804039001,1.1026785714285714,70,36.0,10,18,41,3,0.0,70,36.0
body_space_or_junction,location_of,anatomical_abnormality,0.6113666892051697,5.406979949116437,152,77.0,5,29,69,51,0.0,126,64.0
diagnostic_procedure,measures,indicator_reagent_or_diagnostic_aid,0.5677013993263245,15.454543256717573,130,66.0,26,58,25,23,0.0,123,62.5
therapeutic_or_preventive_procedure,complicates,experimental_model_of_disease,0.6727970242500305,9.423959439835672,180,91.0,28,28,76,50,0.0,142,72.0
cell_function,affects,organism_function,0.6393391489982605,1.9717907862585737,224,113.0,64,49,65,48,0.0,171,86.5
drug_delivery_device,causes,experimental_model_of_disease,0.9050624966621399,9.4822362846022,147,74.5,7,16,76,50,0.0,118,60.0
finding,manifestation_of,molecular_function,0.7019937038421631,3.437941093721745,130,66.0,2,23,60,47,0.0,104,53.0
pathologic_function,process_of,rickettsia_or_chlamydia,0.7760968208312988,6.257571639900683,194,98.0,77,61,32,26,0.0,151,76.5
cell_or_molecular_dysfunction,occurs_in,group,0.7612466216087341,36.53312298617963,182,92.0,79,60,19,26,0.0,136,69.0
body_part_organ_or_organ_component,connected_to,body_space_or_junction,0.33339232206344604,35.29416573386798,100,51.0,15,53,5,29,0.0,89,45.5
body_location_or_region,isa,entity,0.8352642059326172,1.0,101,51.5,1,22,78,2,0.0,98,50.0
disease_or_syndrome,manifestation_of,genetic_function,0.6837137341499329,4.150377479838759,250,126.0,79,60,64,49,0.0,183,92.5
experimental_model_of_disease,process_of,organ_or_tissue_function,0.7849757671356201,4.129240289472674,236,119.0,76,50,65,47,0.0,180,91.0
physiologic_function,process_of,mental_process,0.7642314434051514,2.689077633388469,228,115.0,61,48,71,50,0.0,174,88.0
plant,isa,organism,0.46729370951652527,1.0697115384615385,86,44.0,24,20,41,3,0.0,86,44.0
cell_or_molecular_dysfunction,affects,fungus,0.7971956133842468,7.158833823487206,191,96.5,79,60,27,27,0.0,145,73.5
organ_or_tissue_function,result_of,mental_process,0.8930209279060364,2.8073120628042356,231,116.5,65,47,71,50,0.0,175,88.5
mental_or_behavioral_dysfunction,result_of,physiologic_function,0.7630502581596375,6.805591770567859,245,123.5,85,53,61,48,0.0,179,90.5
inorganic_chemical,affects,cell_or_molecular_dysfunction,0.8251741528511047,8.530903470555183,186,94.0,13,36,79,60,0.0,143,72.5
organism_function,result_of,environmental_effect_of_humans,0.6592966318130493,6.19536172217142,147,74.5,65,48,17,19,0.0,108,55.0
experimental_model_of_disease,affects,molecular_function,0.7995156645774841,4.134263016760993,231,116.5,76,50,60,47,0.0,176,89.0
lipid,interacts_with,antibiotic,0.5031018257141113,8.270474596995273,107,54.5,18,37,15,39,0.0,104,53.0
laboratory_procedure,analyzes,lipid,0.6789703369140625,19.334678372681488,125,63.5,19,53,18,37,0.0,114,58.0
nucleic_acid_nucleoside_or_nucleotide,affects,neoplastic_process,0.7607551217079163,7.891455871665087,190,96.0,10,42,80,60,0.0,152,77.0
diagnostic_procedure,analyzes,steroid,0.8564907908439636,19.078996904896353,135,68.5,26,58,16,37,0.0,127,64.5
biologically_active_substance,affects,physiologic_function,0.836353600025177,3.213896312538792,182,92.0,37,38,61,48,0.0,141,71.5
mental_or_behavioral_dysfunction,precedes,experimental_model_of_disease,0.8508482575416565,3.647450443943915,262,132.0,85,53,76,50,0.0,192,97.0
diagnostic_procedure,assesses_effect_of,pharmacologic_substance,0.6051329970359802,30.50165592293597,140,71.0,26,58,14,44,0.0,133,67.5
physiologic_function,process_of,vertebrate,0.8053070902824402,4.269507652975166,157,79.5,61,48,37,13,0.0,127,64.5
lipid,issue_in,biomedical_occupation_or_discipline,0.690296471118927,1.1800178736359594,165,83.5,18,37,110,2,0.0,161,81.5
hazardous_or_poisonous_substance,complicates,organism_function,0.842190682888031,3.705524647174814,165,83.5,26,28,65,48,0.0,140,71.0
archaeon,issue_in,biomedical_occupation_or_discipline,0.7462645769119263,1.316490687318672,149,75.5,34,5,110,2,0.0,147,74.5
anatomical_abnormality,occurs_in,group,0.6837501525878906,29.365941037335702,163,82.5,69,51,19,26,0.0,136,69.0
receptor,affects,organ_or_tissue_function,0.7991228103637695,3.4930749580026483,183,92.5,38,35,65,47,0.0,143,72.5
biologically_active_substance,complicates,biologic_function,0.7093062996864319,3.088375687591168,177,89.5,37,38,59,45,0.0,137,69.5
cell_component,location_of,mental_process,0.7065151929855347,3.051761371007804,183,92.5,12,52,71,50,0.0,145,73.5
biologically_active_substance,complicates,neoplastic_process,0.8654565215110779,7.295808146317443,213,107.5,37,38,80,60,0.0,160,81.0
pharmacologic_substance,isa,chemical_viewed_functionally,0.2497061938047409,2.0257825063317054,108,55.0,14,44,21,31,0.0,100,51.0
nucleic_acid_nucleoside_or_nucleotide,causes,cell_or_molecular_dysfunction,0.8024805188179016,7.831410185218215,189,95.5,10,42,79,60,0.0,146,74.0
professional_society,isa,conceptual_entity,0.5500258207321167,1.0769230769230769,45,23.5,2,14,28,3,0.0,43,22.5
finding,manifestation_of,genetic_function,0.6694814562797546,4.350374412037415,136,69.0,2,23,64,49,0.0,109,55.5
human_caused_phenomenon_or_process,result_of,environmental_effect_of_humans,0.2970314621925354,1.550627558715794,64,33.0,14,16,17,19,0.0,40,21.0
patient_or_disabled_group,performs,machine_activity,0.3866961896419525,35.34858856998303,51,26.5,19,25,4,5,0.0,47,24.5
biologic_function,result_of,organism_function,0.6927068829536438,2.5111849442543344,215,108.5,59,45,65,48,0.0,166,84.0
receptor,interacts_with,hazardous_or_poisonous_substance,0.47587698698043823,8.866321168206813,125,63.5,38,35,26,28,0.0,112,57.0
finding,evaluation_of,organism_function,0.8392316699028015,3.917793805634513,136,69.0,2,23,65,48,0.0,111,56.5
amino_acid_peptide_or_protein,causes,injury_or_poisoning,0.8099124431610107,13.231636503167843,154,78.0,14,38,65,39,0.0,129,65.5
antibiotic,disrupts,fully_formed_anatomical_structure,0.5298661589622498,7.251964538630392,111,56.5,15,39,18,41,0.0,105,53.5
individual_behavior,result_of,mental_process,0.13599060475826263,19.792806525278138,168,85.0,22,27,71,50,0.0,123,62.5
organism_function,result_of,injury_or_poisoning,0.6945284605026245,8.376989238546347,215,108.5,65,48,65,39,0.0,166,84.0
element_ion_or_isotope,isa,chemical_viewed_structurally,0.24330314993858337,7.873732099118643,95,48.5,10,34,13,40,0.0,87,44.5
anatomical_abnormality,manifestation_of,organism_function,0.8637953996658325,3.622492262599714,231,116.5,69,51,65,48,0.0,183,92.5
cell,conceptual_part_of,body_system,0.5274133682250977,84.93413769163035,77,39.5,14,53,4,8,0.0,71,36.5
disease_or_syndrome,process_of,cell_function,0.7661387324333191,3.980633078843823,250,126.0,79,60,64,49,0.0,182,92.0
molecular_function,process_of,experimental_model_of_disease,0.8295954465866089,4.299982132662519,231,116.5,60,47,76,50,0.0,176,89.0
immunologic_factor,indicates,pathologic_function,0.745882511138916,8.201329507497094,220,111.0,45,39,77,61,0.0,161,81.5
health_care_activity,issue_in,occupation_or_discipline,0.6786482334136963,2.424596406427575,157,79.5,17,21,118,3,0.0,148,75.0
pathologic_function,result_of,human_caused_phenomenon_or_process,0.49117356538772583,11.065275334362079,166,84.0,77,61,14,16,0.0,119,60.5
biomedical_or_dental_material,interacts_with,biologically_active_substance,0.44377401471138,3.1671559414739567,117,59.5,13,31,37,38,0.0,101,51.5
chemical_viewed_functionally,affects,disease_or_syndrome,0.6861637234687805,9.192311804969993,189,95.5,21,31,79,60,0.0,142,72.0
molecular_biology_research_technique,measures,neuroreactive_substance_or_biogenic_amine,0.7280418872833252,6.986583029440169,130,66.0,9,48,35,40,0.0,113,57.5
mental_or_behavioral_dysfunction,co-occurs_with,pathologic_function,0.6485180854797363,3.6848069599769024,274,138.0,85,53,77,61,0.0,196,99.0
self_help_or_relief_organization,produces,classification,0.5677568912506104,1.1111111111111112,29,15.5,2,18,9,2,0.0,28,15.0
acquired_abnormality,result_of,environmental_effect_of_humans,0.41279008984565735,9.845969513374905,152,77.0,68,50,17,19,0.0,120,61.0
biomedical_or_dental_material,affects,neoplastic_process,0.8175495862960815,9.136369542663102,182,92.0,13,31,80,60,0.0,145,73.5
anatomical_structure,part_of,animal,0.7378430366516113,3.668747647370336,76,39.0,10,18,35,15,0.0,71,36.5
inorganic_chemical,causes,mental_or_behavioral_dysfunction,0.7060808539390564,6.818245439921116,185,93.5,13,36,85,53,0.0,143,72.5
physiologic_function,affects,cell_function,0.7180495262145996,1.4306577480490525,220,111.0,61,48,64,49,0.0,167,84.5
qualitative_concept,evaluation_of,behavior,0.5355034470558167,11.895261513801554,59,30.5,0,17,27,17,0.0,50,26.0
patient_or_disabled_group,exhibits,behavior,0.8668450117111206,8.409743023582678,86,44.0,19,25,27,17,0.0,73,37.5
chemical_viewed_functionally,causes,disease_or_syndrome,0.7982301115989685,9.192311804969993,189,95.5,21,31,79,60,0.0,142,72.0
vertebrate,exhibits,social_behavior,0.5956303477287292,55.19516494153524,82,42.0,37,13,19,15,0.0,70,36.0
mental_process,process_of,genetic_function,0.6937894225120544,13.603599667761817,232,117.0,71,50,64,49,0.0,176,89.0
organism,isa,entity,0.5959950685501099,2.2385830073086446,122,62.0,41,3,78,2,0.0,120,61.0
cell,issue_in,occupation_or_discipline,0.927319347858429,1.698630351567733,186,94.0,14,53,118,3,0.0,177,89.5
tissue,part_of,organism,0.8903601169586182,1.5612326687455578,111,56.5,16,53,41,3,0.0,101,51.5
laboratory_procedure,affects,biologic_function,0.7088823914527893,4.753829588554575,174,88.0,19,53,59,45,0.0,141,71.5
laboratory_or_test_result,measurement_of,carbohydrate,0.619587242603302,1.5579519311098258,97,49.5,0,47,14,38,0.0,96,49.0
immunologic_factor,affects,cell_function,0.8840484023094177,3.3727657786199297,195,98.5,45,39,64,49,0.0,145,73.5
physiologic_function,result_of,organism_function,0.6275637745857239,2.1460174448161298,220,111.0,61,48,65,48,0.0,170,86.0
experimental_model_of_disease,affects,disease_or_syndrome,0.5926777720451355,3.92593932760678,263,132.5,76,50,79,60,0.0,194,98.0
anatomical_abnormality,part_of,invertebrate,0.6878654956817627,6.750252613891629,162,82.0,69,51,28,16,0.0,136,69.0
laboratory_procedure,assesses_effect_of,mental_process,0.4902375042438507,5.6851125602067505,191,96.5,19,53,71,50,0.0,153,77.5
hazardous_or_poisonous_substance,causes,neoplastic_process,0.8448933362960815,7.968263680494791,192,97.0,26,28,80,60,0.0,155,78.5
professional_society,carries_out,governmental_or_regulatory_activity,0.5729002356529236,4.853500096642629,35,18.5,2,14,8,13,0.0,34,18.0
therapeutic_or_preventive_procedure,affects,physiologic_function,0.6692474484443665,8.100580736924712,163,82.5,28,28,61,48,0.0,129,65.5
organism_function,process_of,mental_or_behavioral_dysfunction,0.7318850159645081,5.432490363682802,249,125.5,65,48,85,53,0.0,183,92.5
invertebrate,isa,organism,0.5467752814292908,1.2125686813186813,86,44.0,28,16,41,3,0.0,83,42.5
acquired_abnormality,isa,anatomical_structure,0.26771125197410583,31.630156546962922,144,73.0,68,50,10,18,0.0,126,64.0
sign_or_symptom,evaluation_of,clinical_attribute,0.4699448049068451,2.280449284977149,88,45.0,4,25,25,36,0.0,76,39.0
therapeutic_or_preventive_procedure,complicates,organ_or_tissue_function,0.7511293292045593,8.030785739454458,166,84.0,28,28,65,47,0.0,130,66.0
mental_process,process_of,natural_phenomenon_or_process,0.7811033129692078,12.195561151674614,183,92.5,71,50,43,21,0.0,136,69.0
steroid,affects,pathologic_function,0.7618531584739685,8.35663980166204,189,95.5,16,37,77,61,0.0,150,76.0
hormone,causes,mental_or_behavioral_dysfunction,0.8378755450248718,6.331283975435145,205,103.5,35,34,85,53,0.0,152,77.0
nucleotide_sequence,issue_in,biomedical_occupation_or_discipline,0.8548426032066345,1.0666666666666667,119,60.5,1,8,110,2,0.0,117,59.5
plant,interacts_with,mammal,0.7849369645118713,1.7357772248232046,87,44.5,24,20,36,9,0.0,86,44.0
tissue,location_of,cell_or_molecular_dysfunction,0.8931003212928772,4.4169085952611855,206,104.0,16,53,79,60,0.0,154,78.0
body_substance,issue_in,occupation_or_discipline,0.825248658657074,2.132455389513157,172,87.0,26,27,118,3,0.0,161,81.5
therapeutic_or_preventive_procedure,complicates,disease_or_syndrome,0.5840644836425781,13.381715436867465,193,97.5,28,28,79,60,0.0,144,73.0
idea_or_concept,isa,entity,0.23610511422157288,1.6428571428571428,91,46.5,9,4,78,2,0.0,89,45.5
enzyme,disrupts,molecular_function,0.6918649077415466,3.6926043256507692,183,92.5,41,37,60,47,0.0,139,70.5
neoplastic_process,result_of,cell_or_molecular_dysfunction,0.7111750245094299,1.5398098078157105,277,139.5,80,60,79,60,0.0,198,100.0
health_care_related_organization,location_of,health_care_activity,0.6054744720458984,7.691218637138722,54,28.0,2,16,17,21,0.0,47,24.5
educational_activity,isa,event,0.4685705602169037,2.2516415347937087,53,27.5,11,13,30,1,0.0,53,27.5
element_ion_or_isotope,interacts_with,chemical,0.7061297297477722,1.1290123456790124,87,44.5,10,34,27,18,0.0,86,44.0
physiologic_function,process_of,fungus,0.7798969745635986,3.918457266753962,161,81.5,61,48,27,27,0.0,132,67.0
experimental_model_of_disease,process_of,invertebrate,0.6459409594535828,7.10497651263153,168,85.0,76,50,28,16,0.0,136,69.0
molecular_function,produces,biologically_active_substance,0.6285623908042908,8.198202353157578,180,91.0,60,47,37,38,0.0,138,70.0
vertebrate,issue_in,biomedical_occupation_or_discipline,0.8288699984550476,1.4886819180837567,160,81.0,37,13,110,2,0.0,153,77.5
organization,carries_out,educational_activity,0.5711091160774231,4.402158201859509,42,22.0,5,15,11,13,0.0,41,21.5
organ_or_tissue_function,affects,amphibian,0.7698636651039124,4.853846589478184,157,79.5,65,47,34,13,0.0,128,65.0
pharmacologic_substance,affects,organism_function,0.9046958088874817,3.1692671113112674,169,85.5,14,44,65,48,0.0,143,72.5
cell_function,process_of,biologic_function,0.5557823777198792,1.8480841022310044,215,108.5,64,49,59,45,0.0,163,82.5
cell_or_molecular_dysfunction,process_of,virus,0.774219274520874,6.219533949899344,195,98.5,79,60,34,24,0.0,144,73.0
mental_or_behavioral_dysfunction,affects,physiologic_function,0.6784834861755371,6.805591770567859,245,123.5,85,53,61,48,0.0,179,90.5
alga,interacts_with,animal,0.6581407785415649,3.1241417159932903,94,48.0,25,21,35,15,0.0,89,45.5
organ_or_tissue_function,affects,clinical_attribute,0.28094372153282166,5.034269263681029,171,86.5,65,47,25,36,0.0,132,67.0
mental_process,produces,body_substance,0.8775376677513123,94.39883809496204,172,87.0,71,50,26,27,0.0,135,68.5
virus,isa,physical_object,0.6160002946853638,2.4751537656419447,113,57.5,34,24,56,1,0.0,104,53.0
eicosanoid,interacts_with,biomedical_or_dental_material,0.4427480697631836,6.070180098708774,94,48.0,16,36,13,31,0.0,93,47.5
experimental_model_of_disease,precedes,mental_or_behavioral_dysfunction,0.5102042555809021,3.522003394259082,262,132.0,76,50,85,53,0.0,192,97.0
laboratory_procedure,measures,enzyme,0.8560565710067749,6.209320570043584,148,75.0,19,53,41,37,0.0,121,61.5
pharmacologic_substance,interacts_with,hormone,0.672863245010376,1.3355834720818955,125,63.5,14,44,35,34,0.0,112,57.0
mental_or_behavioral_dysfunction,manifestation_of,mental_process,0.920499324798584,4.298095921484664,257,129.5,85,53,71,50,0.0,187,94.5
acquired_abnormality,affects,fish,0.7889894843101501,5.75219914767514,162,82.0,68,50,35,11,0.0,142,72.0
vitamin,disrupts,embryonic_structure,0.415109783411026,12.622904017755177,116,59.0,39,37,9,33,0.0,101,51.5
receptor,complicates,cell_function,0.7823590636253357,3.4419387951017795,184,93.0,38,35,64,49,0.0,143,72.5
pathologic_function,result_of,organ_or_tissue_function,0.7374103665351868,3.3302252394040073,248,125.0,77,61,65,47,0.0,184,93.0
hazardous_or_poisonous_substance,complicates,biologic_function,0.6789964437484741,2.976692172831814,156,79.0,26,28,59,45,0.0,132,67.0
vertebrate,isa,organism,0.4288964867591858,1.0697115384615385,92,47.0,37,13,41,3,0.0,87,44.5
neuroreactive_substance_or_biogenic_amine,affects,cell_function,0.8549852967262268,3.1492840458276956,186,94.0,35,40,64,49,0.0,141,71.5
amino_acid_peptide_or_protein,interacts_with,lipid,0.32528743147850037,4.560445278550092,105,53.5,14,38,18,37,0.0,102,52.0
physiologic_function,process_of,experimental_model_of_disease,0.8827877044677734,3.975205314328482,233,117.5,61,48,76,50,0.0,179,90.5
element_ion_or_isotope,affects,mental_process,0.7824791073799133,4.493077490974046,163,82.5,10,34,71,50,0.0,133,67.5
organ_or_tissue_function,affects,rickettsia_or_chlamydia,0.7743834853172302,4.428329403361105,168,85.0,65,47,32,26,0.0,135,68.5
population_group,associated_with,congenital_abnormality,0.6694647073745728,12.064040332205574,167,84.5,15,37,67,50,0.0,135,68.5
cell_function,process_of,organism,0.8581278324127197,4.198838427981519,155,78.5,64,49,41,3,0.0,127,64.5
element_ion_or_isotope,affects,physiologic_function,0.7782987356185913,2.979143914458316,151,76.5,10,34,61,48,0.0,125,63.5
lipid,interacts_with,steroid,0.31107088923454285,2.355755928853755,106,54.0,18,37,16,37,0.0,102,52.0
anatomical_abnormality,part_of,plant,0.486244261264801,7.125683899907409,162,82.0,69,51,24,20,0.0,139,70.5
acquired_abnormality,affects,vertebrate,0.692270040512085,6.2787270824092944,166,84.0,68,50,37,13,0.0,143,72.5
experimental_model_of_disease,result_of,congenital_abnormality,0.7072249054908752,4.04776351206584,241,121.5,76,50,67,50,0.0,193,97.5
genetic_function,affects,organism_function,0.7098373770713806,2.022391007410756,224,113.0,64,49,65,48,0.0,172,87.0
genetic_function,affects,bacterium,0.785134494304657,4.823863013222211,162,82.0,64,49,29,22,0.0,129,65.5
embryonic_structure,location_of,genetic_function,0.7936649322509766,3.556390096156711,153,77.5,9,33,64,49,0.0,125,63.5
sign_or_symptom,manifestation_of,injury_or_poisoning,0.801852822303772,15.451406926654744,131,66.5,4,25,65,39,0.0,107,54.5
immunologic_factor,interacts_with,indicator_reagent_or_diagnostic_aid,0.4744453728199005,11.275186867473224,130,66.0,45,39,25,23,0.0,107,54.5
immunologic_factor,affects,neoplastic_process,0.8134366869926453,7.836800560247542,222,112.0,45,39,80,60,0.0,163,82.5
mental_or_behavioral_dysfunction,process_of,invertebrate,0.37183815240859985,8.87824089021701,180,91.0,85,53,28,16,0.0,136,69.0
mental_process,produces,vitamin,0.683908224105835,43.55891092710899,195,98.5,71,50,39,37,0.0,152,77.0
immunologic_factor,affects,mental_process,0.7782003879547119,4.986638272213323,203,102.5,45,39,71,50,0.0,152,77.0
organization,carries_out,occupational_activity,0.5098284482955933,3.8736251949601357,46,24.0,5,15,17,11,0.0,45,23.5
mental_process,affects,vertebrate,0.748932957649231,12.650702285780849,169,85.5,71,50,37,13,0.0,135,68.5
neoplastic_process,affects,molecular_function,0.7667173147201538,3.315717918068836,245,123.5,80,60,60,47,0.0,182,92.0
disease_or_syndrome,affects,vertebrate,0.7152119874954224,6.452387171557477,187,94.5,79,60,37,13,0.0,142,72.0
pathologic_function,affects,virus,0.6668395400047302,5.907074001201386,194,98.0,77,61,34,24,0.0,148,75.0
immunologic_factor,affects,pathologic_function,0.8185021877288818,8.201329507497094,220,111.0,45,39,77,61,0.0,161,81.5
body_location_or_region,isa,idea_or_concept,0.3936871886253357,2.392108768424558,34,18.0,1,22,9,4,0.0,33,17.5
mental_or_behavioral_dysfunction,occurs_in,population_group,0.6602689027786255,32.28502199680846,188,95.0,85,53,15,37,0.0,134,68.0
natural_phenomenon_or_process,result_of,phenomenon_or_process,0.3278886675834656,2.8831579528385003,105,53.5,43,21,21,22,0.0,70,36.0
receptor,ingredient_of,clinical_drug,0.8356307744979858,7.7316130562336305,113,57.5,38,35,30,12,0.0,100,51.0
molecular_function,affects,organism_attribute,0.21476034820079803,6.042228153112901,161,81.5,60,47,21,35,0.0,127,64.5
human,interacts_with,archaeon,0.13054469227790833,2.2887579811492853,84,43.0,38,9,34,5,0.0,82,42.0
clinical_attribute,property_of,mammal,0.6888518929481506,3.2953391799213025,104,53.0,25,36,36,9,0.0,91,46.5
laboratory_or_test_result,result_of,laboratory_procedure,0.2377050668001175,5.54077865570606,117,59.5,0,47,19,53,0.0,108,55.0
neoplastic_process,result_of,organism_function,0.656750500202179,3.1163145867811664,251,126.5,80,60,65,48,0.0,189,95.5
cell_or_molecular_dysfunction,process_of,genetic_function,0.6953507661819458,4.314443273488243,250,126.0,79,60,64,49,0.0,181,91.5
laboratory_procedure,issue_in,biomedical_occupation_or_discipline,0.9664291739463806,1.1255318755318755,182,92.0,19,53,110,2,0.0,171,86.5
behavior,associated_with,biomedical_occupation_or_discipline,0.4406268298625946,1.4007964257964258,154,78.0,27,17,110,2,0.0,143,72.5
receptor,complicates,acquired_abnormality,0.6049559712409973,6.772290911798846,189,95.5,38,35,68,50,0.0,158,80.0
cell_or_molecular_dysfunction,process_of,fungus,0.7849268913269043,7.158833823487206,191,96.5,79,60,27,27,0.0,145,73.5
cell_function,affects,amphibian,0.7440255284309387,4.558145505534424,158,80.0,64,49,34,13,0.0,128,65.0
cell_or_molecular_dysfunction,affects,human,0.757265567779541,6.203890582586313,184,93.0,79,60,38,9,0.0,140,71.0
anatomical_abnormality,occurs_in,family_group,0.658369243144989,28.430108230165896,162,82.0,69,51,17,27,0.0,135,68.5
hormone,affects,organism_function,0.8786937594413757,4.161716583813983,180,91.0,35,34,65,48,0.0,143,72.5
fully_formed_anatomical_structure,isa,anatomical_structure,0.29540011286735535,4.512173547355411,85,43.5,18,41,10,18,0.0,80,41.0
rickettsia_or_chlamydia,interacts_with,bacterium,0.3280583918094635,2.1444638597457963,107,54.5,32,26,29,22,0.0,95,48.5
research_activity,measures,immunologic_factor,0.8508334755897522,7.093114662070055,138,70.0,11,45,45,39,0.0,116,59.0
activity,issue_in,biomedical_occupation_or_discipline,0.6725082993507385,1.5871212121212122,130,66.0,17,3,110,2,0.0,128,65.0
genetic_function,process_of,rickettsia_or_chlamydia,0.8911805748939514,3.969454371194116,169,85.5,64,49,32,26,0.0,136,69.0
biologic_function,result_of,cell_function,0.8314647674560547,1.7172988846901893,215,108.5,59,45,64,49,0.0,163,82.5
cell_component,affects,physiologic_function,0.7473689913749695,1.7311607585167745,171,86.5,12,52,61,48,0.0,137,69.5
diagnostic_procedure,analyzes,chemical_viewed_structurally,0.6169558763504028,38.64659725152157,135,68.5,26,58,13,40,0.0,122,62.0
biomedical_or_dental_material,causes,mental_or_behavioral_dysfunction,0.6844339966773987,8.196462942538638,180,91.0,13,31,85,53,0.0,139,70.5
environmental_effect_of_humans,result_of,human_caused_phenomenon_or_process,0.3359975218772888,1.5927063132945485,64,33.0,17,19,14,16,0.0,40,21.0
cell,location_of,mental_process,0.7635483145713806,2.933269553883817,186,94.0,14,53,71,50,0.0,151,76.5
food,affects,experimental_model_of_disease,0.7810331583023071,5.659333354164164,148,75.0,1,23,76,50,0.0,119,60.5
genetic_function,affects,rickettsia_or_chlamydia,0.8336548209190369,3.969454371194116,169,85.5,64,49,32,26,0.0,136,69.0
cell_or_molecular_dysfunction,co-occurs_with,congenital_abnormality,0.8215945959091187,3.126427437519132,254,128.0,79,60,67,50,0.0,193,97.5
organic_chemical,interacts_with,organophosphorus_compound,0.2876454293727875,4.758328357466288,102,52.0,14,38,14,38,0.0,97,49.5
mammal,isa,animal,0.3069896101951599,9.37673653745635,93,47.5,36,9,35,15,0.0,87,44.5
element_ion_or_isotope,affects,pathologic_function,0.7929739356040955,7.311128446071751,180,91.0,10,34,77,61,0.0,142,72.0
individual_behavior,associated_with,group_attribute,0.16923844814300537,42.89303425847081,59,30.5,22,27,3,9,0.0,43,22.5
acquired_abnormality,affects,organism_function,0.5231053233146667,3.843665309579396,229,115.5,68,50,65,48,0.0,186,94.0
occupational_activity,associated_with,experimental_model_of_disease,0.6120193600654602,16.25349337182364,152,77.0,17,11,76,50,0.0,123,62.5
disease_or_syndrome,affects,physiologic_function,0.5877450108528137,4.039500226858137,246,124.0,79,60,61,48,0.0,181,91.5
experimental_model_of_disease,affects,mental_process,0.6689816117286682,3.9222210756760405,245,123.5,76,50,71,50,0.0,187,94.5
body_part_organ_or_organ_component,part_of,fungus,0.7232849597930908,1.9173078980777014,120,61.0,15,53,27,27,0.0,108,55.0
immunologic_factor,causes,injury_or_poisoning,0.627403199672699,7.351516191278872,186,94.0,45,39,65,39,0.0,140,71.0
manufactured_object,causes,pathologic_function,0.7211035490036011,21.691792181161173,159,80.5,12,11,77,61,0.0,122,62.0
